HITId,AssignmentId,startphrase,ending1,ending2,labels,valid
3UUSLRKAULD5YG5SCQW408AFHE67D1,3WZ36BJEV4Q241291ZD1YYAL1IQTBZ,The woman has the shallowness of the ocean,She is very shallow,She is not very shallow,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,He's as ready as a steam engine.,He's fully ready.,He's not ready at all.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,He's as ready as a a rusted wagon.,He's fully ready.,He's not ready at all.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,She's as cultured as champagne.,She is very cultured.,She isn't cultured at all.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,She's as cultured as a bud-light.,She is very cultured.,She isn't cultured at all.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,Her tastes are more Ferrari than backyard junker.,Her tastes are extremely expensive.,Her tastes are cheap.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,37M28K1J0RN37O1CJRZ11H36LYCAJE,Her tastes are more backyard junker than Ferrari.,Her tastes are extremely expensive.,Her tastes are cheap.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,This place is as cultured as a museum,This place is highly cultured.,This place is lowbrow and not cultured.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,This place is as cultured as a truck stop,This place is highly cultured.,This place is lowbrow and not cultured.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,The pool's as shallow as a puddle,The pool is shallow.,The pool is very very deep.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,The pool's as shallow as a black hole,The pool is shallow.,The pool is very very deep.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,He has the physique of a god,He's muscular and strong,He's flimsy and weak,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3VD82FOHKRY51EP7JINXF8AGKVHOCN,He has the physique of a jellyfish,He's muscular and strong,He's flimsy and weak,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,He is as strong as a body builder,He is strong.,He is weak.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,He is as strong as a grandpa,He is strong.,He is weak.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,She is as fast as a snail,She is slow.,She is speedy.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,She is as fast as a cheetah,She is slow.,She is speedy.,1,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,His conversation sounds like a broken record,He is repetitive.,He is original.,0,1
3UUSLRKAULD5YG5SCQW408AFHE67D1,3IHR8NYAM8BKRAOT53UULA3I2OCP4A,His conversation sounds like a profound speaker,He is repetitive.,He is original.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,The quarterback was throwing straight surface-to-air missiles.,He throws far,He can't throw very well,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,The quarterback was throwing straight duds,He throws far,He can't throw very well,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,His argument was like a shadow,his argument had no substance,his argument was felt,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,His argument was like a chiropractor,his argument had no substance,his argument was felt,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,The day was like a news clip,the day went by fast,the day was really long,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,39N5ACM9HFXLOGU5MYQL2IEYO459PH,The day was like the Pan-American Highway,the day went by fast,the day was really long,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The meeting was as solemn as Sunday morning Mass.,The meeting had a tone of seriousness.,The meeting had a tone of unseriousness.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The meeting was as solemn as a college football game.,The meeting had a tone of seriousness.,The meeting had a tone of unseriousness.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The restaurant experience was like a stately dinner.,The restaurant experience was upper-class.,The restaurant experience was homely and down-to-earth.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The restaurant experience was like a dinner at grandma's on the weekend.,The restaurant experience was upper-class.,The restaurant experience was homely and down-to-earth.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The lawyer was as humble as Icarus.,The lawyer was showy and greatly believed in himself beyond reason.,The lawyer was unassuming and had a gentle disposition.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3WLEIWSYHPRIBFBIIC31JM4TW80H29,The lawyer was as humble as an ancient monk.,The lawyer was showy and greatly believed in himself beyond reason.,The lawyer was unassuming and had a gentle disposition.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The face cream has the texture of gravel.,The face cream is too rough.,The face cream is light.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The face cream has the texture of chocolate mousse.,The face cream is too rough.,The face cream is light.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The bike tires have the sturdiness of a vanilla wafer.,The bike tires are flimsy.,The bike tires are well built.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The bike tires have the sturdiness of Atlas.,The bike tires are flimsy.,The bike tires are well built.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The cat food has the aroma of foot fungus.,The cat food smells awful.,The cat food smells delicious.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358010RM5F3OUW9ZBQ5YODPYHWHXVV,The cat food has the aroma of Coq Au Vin.,The cat food smells awful.,The cat food smells delicious.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The lake is a wave pool.,The lake is choppy.,The lake is calm.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The lake is a sheet of glass.,The lake is choppy.,The lake is calm.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The ocean is a sheet of ice.,The ocean is smooth.,The ocean is choppy.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The ocean is a bed of rocks.,The ocean is smooth.,The ocean is choppy.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The TV show has the depth of a toilet.,The TV show is shallow.,The TV show is cerebral.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3VZLGYJEYMK53GE9CNU19J2U571XZ9,The TV show has the depth of the dead sea.,The TV show is shallow.,The TV show is cerebral.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,She kept her room as clean as a middle school cafeteria during lunchtime,Her room was very messy.,Her room was very clean.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,She kept her room as clean as a polished shoe,Her room was very messy.,Her room was very clean.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,She was as flaky as wood shavings,She was extremely flaky.,She wasn't flaky at all.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,She was as flaky as steel,She was extremely flaky.,She wasn't flaky at all.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,He was as imaginative as sandpaper,He was lacking in imagination.,He was highly imaginative.,0,0
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,386CSBG1O0WJ69TMO42YIDD630FQ6C,He was as imaginative as a preschooler,He was lacking in imagination.,He was highly imaginative.,1,0
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The book is an complex as the night sky,The book is very complicated.,The book is easy to understand.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The book is an complex as a children's puzzle,The book is very complicated.,The book is easy to understand.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The dog is as vicious as a goldfish,The dog is docile.,The dog is dangerous .,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The dog is as vicious as a starving bear,The dog is docile.,The dog is dangerous .,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The fog is as dense as iron,The fog is thick and hard to see through.,The fog is thin and easy to see through.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3COPXFW7XCM55CDWQVHASRSEZZNPKZ,The fog is as dense as plexiglass,The fog is thick and hard to see through.,The fog is thin and easy to see through.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,A priest is sexually active as often as a 9.1 earthquake,A priest is rarely sexually active,A priest is extremely sexually active,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,A priest is sexually active like Mount St Helen's,A priest is rarely sexually active,A priest is extremely sexually active,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,Driving in this fog was like moving in quicksand,the fog was thick,the fog was thin,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,Driving in this fog was like a photon travelling in empty space,the fog was thick,the fog was thin,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,"When she hustles, she looks like a transformer",she hustles cumbersomely,she hustles gracefully,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,35GCEFQ6I6YTNI7VSYND23DQYFV3ZG,"When she hustles, she looks like a gazelle",she hustles cumbersomely,she hustles gracefully,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,He hustles like rent was due three days ago.,He hustles hardcore.,He doesn't hustle at all.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,He hustles like he's a billionaire's son.,He hustles hardcore.,He doesn't hustle at all.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,He's as transparent as a window.,He is easy to read.,He is not easy to read.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,He's as transparent as a sandstorm.,He is easy to read.,He is not easy to read.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,That movie was as long as a prison sentence.,The movie was really long.,The movie was really short.,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,3T3IWE1XG7XP874YKHARTN5KNIOQT5,That movie was as long as a fifty-yard dash.,The movie was really long.,The movie was really short.,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The fog has the thickness of a heavy woman's thighs,The fog is thick,The fog is thin,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The fog has the thickness of Christian Bale in The Machinist,The fog is thick,The fog is thin,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The show has all the cancelations of The Simpsons,The show has never been canceled,The show has been canceled many times,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The show has all the cancelations of Futurama,The show has never been canceled,The show has been canceled many times,1,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The doctor has the brains of a computer in Star Trek,The doctor is very intelligent,The doctor isn't very smart,0,1
3TZDZ3Y0JSGFK4D9BUATD20CN7R91P,358UUM7WR0D2MAMRKTWQTHN7UXRR73,The doctor has the brains of an underdeveloped pigeon,The doctor is very intelligent,The doctor isn't very smart,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,Her emotional resilience was as sturdy as glass,She was not emotionally resilient at all.,She had a lot of emotional resilience.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,Her emotional resilience was as sturdy as spider silk,She was not emotionally resilient at all.,She had a lot of emotional resilience.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,The girl was as demanding as a Hollywood actress,The girl was highly demanding.,The girl was not demanding at all.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,The girl was as demanding as a soup kitchen volunteer,The girl was highly demanding.,The girl was not demanding at all.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,The employee was as busy as a CPA during tax season,The employee was frazzled with work.,The employee had nothing to do.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3E1QT0TDFQJTTPOR4BUNTPIBIL38IS,The employee was as busy as a tenured government worker,The employee was frazzled with work.,The employee had nothing to do.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,We're headed to Mordor.,We're headed to danger.,We're headed to safety.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,We're headed to the Shire.,We're headed to danger.,We're headed to safety.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,Your love is a Deck of Many Things.,Your love is wonderous.,Your love is dull.,0,0
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,Your love is a +1 Club.,Your love is wonderous.,Your love is dull.,1,0
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,Her poem is a business contract.,Her poem is boring.,Her poem is exciting.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,304SM51WA4E1P1PUCZ8BOTEZZPYBSU,Her poem is a literal manifesto.,Her poem is boring.,Her poem is exciting.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This horse has the look of a star,The horse is attractive.,The horse is unattractive.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This horse has the look of a turd,The horse is attractive.,The horse is unattractive.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This computer moves like an obese person in an electric scooter,the computer is slow,the computer is very fast,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This computer moves like a race car,the computer is slow,the computer is very fast,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This meat looks like it was prepared by a dog,The food looks terrible,The food looks amazing,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3NPFYT4IZDE5CZJ4MV6COCMOUJEXGV,This meat looks like it was prepared by a god,The food looks terrible,The food looks amazing,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,The jewelry she tried to pawn has the value of A hobo's handkerchief,The jewelry is not worth much,The jewelry is very valuable,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,The jewelry she tried to pawn has the value of A pile of gold bars,The jewelry is not worth much,The jewelry is very valuable,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,The man swinging the hammer has the strength of A three-year-old child,The man is weak,The man is strong,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,The man swinging the hammer has the strength of A mighty Abrams tank,The man is weak,The man is strong,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,She possessed the beauty of A dung beetle,She is ugly,She is beautiful,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3AMW0RGHOEC6DIYZN89QKJ9IT1HNP5,She possessed the beauty of A fabulous fashion model,She is ugly,She is beautiful,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The mother has the kindness of Santa's wife,The mother is giving,The mother is mean,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The mother has the kindness of a praying Mantis,The mother is giving,The mother is mean,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The student has the insight of a librarian,The student is smart,The student is unwise,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The student has the insight of a goose,The student is smart,The student is unwise,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The painter has the depth of the grand canyon,The painter is deeply talented,The painter is untalented.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3B4YI393VA606N6WNLU6EIOZ3LMSSU,The painter has the depth of a pot hole,The painter is deeply talented,The painter is untalented.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,He's got the positioning of an NFL player.,He's got professional level positioning.,He's got terrible positioning.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,He's got the positioning of squid.,He's got professional level positioning.,He's got terrible positioning.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,That thing is as valuable as Jeff Bezos's bank account.,The item is extremely valuable.,The item is not valuable at all.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,That thing is as valuable as an empty beer can.,The item is extremely valuable.,The item is not valuable at all.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,He has the discipline of a Buddhist monk.,He's extremely disciplined.,He's not disciplined at all.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3YMTUJH0DTQIJ2H0MK3EQK4FRQ6T4Q,He has the discipline of a wild hyena.,He's extremely disciplined.,He's not disciplined at all.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,The book is a bear,The book is tough to read,The book is simple and easy,0,0
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,The book is a ladybug,The book is tough to read,The book is simple and easy,1,0
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,The pepper is an inferno,The pepper is super spicy,The pepper is not spicy,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,The pepper is an ice cube,The pepper is super spicy,The pepper is not spicy,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,Her boss is a grizzly,Her boss is aggressive and mean,Her boss is docile,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3WYGZ5XF3XP2I4TOICL4NWXPMTPKSP,Her boss is a goldfish,Her boss is aggressive and mean,Her boss is docile,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,His position on the platform was like A jenga tower.,His position was not stable.,His position was firm.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,His position on the platform was like A house with a stable platform.,His position was not stable.,His position was firm.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,Her love was as valuable as The feseral reserve.,He cherished her love.,She was not worth much to him.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,Her love was as valuable as Dime store candy.,He cherished her love.,She was not worth much to him.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,Her hair was as strong as Her wedding ring.,Her hair was strong as metal.,Her hair was brittle.,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3UOUJI6MTEOOHHKZ60VTSRNF3Q1XU1,Her hair was as strong as A twine rope,Her hair was strong as metal.,Her hair was brittle.,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,He has all the anger of a beaten dog,He's very angry,He's not at all angry,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,He has all the anger of a happy butterfly,He's very angry,He's not at all angry,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,"The gorilla has the strength of a giant, mutant ant",The gorilla is strong,The gorilla is weak,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,"The gorilla has the strength of a sick, old man",The gorilla is strong,The gorilla is weak,1,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,Her hair has the oil of the Gulf of Mexico in April 2010,Her hair is oily,Her hair is oil free,0,1
356TQKY9XF7THL91VILOEGWE6N978V,3GM6G9ZBKO7YNS66SO3ACELFD75TMF,Her hair has the oil of Dawn dish detergent,Her hair is oily,Her hair is oil free,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,The church was as orthodox as an occult meeting.,The church was heretical and move beyond the boundaries of accepted teachings.,The church was within the boundaries of accepted teachings and were in line with the Great Tradition.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,The church was as orthodox as the ancient church fathers.,The church was heretical and move beyond the boundaries of accepted teachings.,The church was within the boundaries of accepted teachings and were in line with the Great Tradition.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,His feet were as big as a basketball player's.,His feet were very big.,His feet were small.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,His feet were as big as an adolescent child.,His feet were very big.,His feet were small.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,The gift I received was as welcomed as blessing from God.,The gift was well-received and deemed beneficial to the receiver.,The gift was not well-received or deemed beneficial to the receiver.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3Z2R0DQ0JIO6R5KGSBVVYJ7G4SHE2Z,The gift I received was as welcomed as curse from Satan.,The gift was well-received and deemed beneficial to the receiver.,The gift was not well-received or deemed beneficial to the receiver.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The auditorium was as packed as a classroom in July,The auditorium had no people in it.,The auditorium had tons of people in it.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The auditorium was as packed as a football stadium,The auditorium had no people in it.,The auditorium had tons of people in it.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The girl's tongue was as sharp as a sword,The girls tongue was very sharp.,The girl's tongue wasn't sharp at all.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The girl's tongue was as sharp as a pillow,The girls tongue was very sharp.,The girl's tongue wasn't sharp at all.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The man was as ambitious as an astrophysicist,The man set ambitious goals for himself.,The man lacked ambition.,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,3VP0C6EFSH6SLUVUWBVH14T1TZQ6MD,The man was as ambitious as a custodian,The man set ambitious goals for himself.,The man lacked ambition.,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,39O5D9O87U2GFPWL0K35R5C5PVP3CT,He is as spiritual as a buddha,He is very religious,He is not religious,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,39O5D9O87U2GFPWL0K35R5C5PVP3CT,He is as spiritual as my dog,He is very religious,He is not religious,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,39O5D9O87U2GFPWL0K35R5C5PVP3CT,His foot is as big as a mountain,He has really big feet,He has small feet,0,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,39O5D9O87U2GFPWL0K35R5C5PVP3CT,His foot is as big as an ant,He has really big feet,He has small feet,1,1
38EHZ67RIM2RV3M6IMZ1PBA2PVHGMV,39O5D9O87U2GFPWL0K35R5C5PVP3CT,The marriage is as good as a fresh out of the oven bagel,They have an awesome marriage,Their marriage is horrible,0,1
